dataset_index,initialization_index,stream_seed,arm,refresh_slot,partition_epoch,hash_partition_id,partition_fingerprint,feature_ns,ordering_or_hash_ns
0,1,a303ea0000000004,projected_order_1d,1000,10,,8e53c30311b44fd5,7500,8200
0,1,a303ea0000000004,projected_order_1d,1100,11,,a836023b9306f5a9,7500,9200
0,1,a303ea0000000004,projected_order_1d,1200,12,,8a16613c18d87985,7500,8200
0,1,a303ea0000000004,projected_order_1d,1300,13,,06b0de02dcdbae05,7800,8100
0,1,a303ea0000000004,projected_order_1d,1400,14,,1de8b4a7e9d5a409,7400,8200
0,1,a303ea0000000004,projected_order_1d,1500,15,,6e666c57777a2db9,7500,7900
0,1,a303ea0000000004,projected_order_1d,1600,16,,36122f20a7a565f9,7400,8600
0,1,a303ea0000000004,projected_order_1d,1700,17,,1614aa5d2b746a5d,7400,7800
0,1,a303ea0000000004,projected_order_1d,1800,18,,60913a05b1b287a5,7700,8000
0,1,a303ea0000000004,projected_order_1d,1900,19,,39275904ea14f835,7400,8600
0,1,a303ea0000000004,projected_order_1d,2000,20,,620f17261e0828dd,7700,7800
0,1,a303ea0000000004,projected_order_1d,2100,21,,34d1f3844a95ec81,7500,7900
0,1,a303ea0000000004,projected_order_1d,2200,22,,ad6fbc52f3289759,7600,8200
0,1,a303ea0000000004,projected_order_1d,2300,23,,99b9fd80c4fb43b1,7900,8200
0,1,a303ea0000000004,projected_order_1d,2400,24,,de42803fd781ac25,7400,8300
0,1,a303ea0000000004,projected_order_1d,2500,25,,93fb52e50a4a166d,7600,8900
0,1,a303ea0000000004,projected_order_1d,2600,26,,07ec1b2e21c072dd,7400,8100
0,1,a303ea0000000004,projected_order_1d,2700,27,,4358416232488241,7400,8200
0,1,a303ea0000000004,projected_order_1d,2800,28,,fb1dd4642b1afb1d,7700,8500
0,1,a303ea0000000004,projected_order_1d,2900,29,,a916c70be6d954dd,9200,7900
0,1,a303ea0000000004,projected_order_1d,3000,30,,188924ed58fadf3d,7400,8000
0,1,a303ea0000000004,projected_order_1d,3100,31,,4db7fb97f9cc5ea9,7500,7800
0,1,a303ea0000000004,projected_order_1d,3200,32,,eb2a08bdca99f389,7500,7800
0,1,a303ea0000000004,projected_order_1d,3300,33,,bc698f1d3a6e5449,7700,7800
0,1,a303ea0000000004,projected_order_1d,3400,34,,a4be70d10cc274a1,7300,8000
0,1,a303ea0000000004,projected_order_1d,3500,35,,0ce715c3bb8f6e39,7500,8000
0,1,a303ea0000000004,projected_order_1d,3600,36,,0dd29148595f4c71,7700,8100
0,1,a303ea0000000004,projected_order_1d,3700,37,,1671f7472d5cb56d,7500,8200
0,1,a303ea0000000004,projected_order_1d,3800,38,,8f054e77cb5b67cd,7400,8500
0,1,a303ea0000000004,projected_order_1d,3900,39,,b5b1c2d9d9574db5,7300,8000
0,1,a303ea0000000004,projected_order_1d,4000,40,,589df04cf1cc3491,7400,7900
0,1,a303ea0000000004,projected_order_1d,4100,41,,3aac19e86bbe8161,7700,8500
0,1,a303ea0000000004,hash_placebo,0,0,7,6dc24e9a85dcc575,0,4100
0,2,a303ea0000000005,projected_order_1d,0,0,,6274fda924b63279,8400,10600
0,2,a303ea0000000005,projected_order_1d,100,1,,84b93743112193e5,7300,8100
0,2,a303ea0000000005,projected_order_1d,200,2,,ec157b5d7b29efb5,7800,8200
0,2,a303ea0000000005,projected_order_1d,300,3,,376ea93167314e65,7600,8800
0,2,a303ea0000000005,projected_order_1d,400,4,,8a4d05e4c7882035,8100,11100
0,2,a303ea0000000005,projected_order_1d,500,5,,ab2da5cb610f9f1d,7300,7400
0,2,a303ea0000000005,projected_order_1d,600,6,,c8e7c45e2f025ce5,7400,8100
0,2,a303ea0000000005,projected_order_1d,700,7,,2885d30609b108cd,7400,7800
0,2,a303ea0000000005,projected_order_1d,800,8,,3ed0574cd8820961,7400,7700
0,2,a303ea0000000005,projected_order_1d,900,9,,d33ff4f66ca3f4bd,7300,8400
0,2,a303ea0000000005,projected_order_1d,1000,10,,12cd47505e088585,7400,8300
0,2,a303ea0000000005,projected_order_1d,1100,11,,b9b05fd9dc8b715d,7400,7800
0,2,a303ea0000000005,projected_order_1d,1200,12,,f083c7809e839899,8200,9200
0,2,a303ea0000000005,projected_order_1d,1300,13,,56f591bfe18993dd,7700,8000
0,2,a303ea0000000005,projected_order_1d,1400,14,,28cf1eb12724de15,7400,7900
0,2,a303ea0000000005,projected_order_1d,1500,15,,9f9c02bd8512eced,7500,7800
0,2,a303ea0000000005,projected_order_1d,1600,16,,7c5bce9ce37ad01d,7400,7900
0,2,a303ea0000000005,projected_order_1d,1700,17,,bc59ade742773d29,7300,8600
0,2,a303ea0000000005,projected_order_1d,1800,18,,026839bd3a6627e9,7700,8300
0,2,a303ea0000000005,projected_order_1d,1900,19,,b148713d307f2231,7300,7800
0,2,a303ea0000000005,projected_order_1d,2000,20,,b78347b4e7a267b5,7600,8000
0,2,a303ea0000000005,projected_order_1d,2100,21,,9f44b65506993b7d,7700,8200
0,2,a303ea0000000005,projected_order_1d,2200,22,,b04b7aa2e2c9d43d,7400,7800
0,2,a303ea0000000005,projected_order_1d,2300,23,,3686ccaa76f76921,7500,8200
0,2,a303ea0000000005,projected_order_1d,2400,24,,2754ba1a74bd7d71,7400,8000
0,2,a303ea0000000005,projected_order_1d,2500,25,,9b3d5cc11df49eed,7700,7900
0,2,a303ea0000000005,projected_order_1d,2600,26,,f25b585763be8c6d,7500,7800
0,2,a303ea0000000005,projected_order_1d,2700,27,,0eeb6e32f1937495,7300,7900
0,2,a303ea0000000005,projected_order_1d,2800,28,,59f834cd48676799,7200,8400
0,2,a303ea0000000005,projected_order_1d,2900,29,,ca4790c23827f60d,7400,8300
0,2,a303ea0000000005,projected_order_1d,3000,30,,35f188d0e6c42c89,7500,7800
0,2,a303ea0000000005,projected_order_1d,3100,31,,ca94ef6347b48ce5,7900,8000
0,2,a303ea0000000005,projected_order_1d,3200,32,,58c867f3fa507291,8200,12800
0,2,a303ea0000000005,projected_order_1d,3300,33,,15025bf0b8465005,7400,7800
0,2,a303ea0000000005,projected_order_1d,3400,34,,c83ad639b80260b9,7500,8100
0,2,a303ea0000000005,projected_order_1d,3500,35,,0a37fafb96c1df8d,7400,8100
0,2,a303ea0000000005,projected_order_1d,3600,36,,1c4c52e596f32879,7500,7900
0,2,a303ea0000000005,projected_order_1d,3700,37,,4a5497aa75f01491,7600,8100
0,2,a303ea0000000005,projected_order_1d,3800,38,,83c3e536a261ef75,7400,8100
0,2,a303ea0000000005,projected_order_1d,3900,39,,e660cfdb0a21676d,7300,7700
0,2,a303ea0000000005,projected_order_1d,4000,40,,16bf7ee97b2faf7d,7500,8400
0,2,a303ea0000000005,projected_order_1d,4100,41,,38154c63fea254cd,7400,7800
0,2,a303ea0000000005,hash_placebo,0,0,6,136f7bc9ccab051d,0,5200
0,2,a303ea0000000006,projected_order_1d,0,0,,6274fda924b63279,8400,11600
0,2,a303ea0000000006,projected_order_1d,100,1,,44174bf335460df5,8200,11700
0,2,a303ea0000000006,projected_order_1d,200,2,,1ebcfa2cec9127a1,7300,7900
